Title,Authors,Year,Tags,Abstract,URL,Zotero Key
Rethinking primary prevention of child trafficking: Recommendations from the Human Trafficking Task Force of the Global Alliance for Behavioral Health and Social Justice," Jaffe,  G.,  Sullivan, M. E.,  Angelo-Rocha,  M.,  Cafaro,  C.,  Crisp, J. D., & Merriweather,  T",,Social Work,,https://psycnet.apa.org/doiLanding?doi=10.1037%2Fort0000632,F4C6QRQ4
Listening to Local and Foreign Sex Buyers of Men and Women in Cambodia,"James Havey, Glenn Miles, Samantha Sommer Miller",,"Lived Experience, Mental Health, Social Work",,https://www.researchgate.net/publication/323572236_Listening_to_Local_and_Foreign_Sex_Buyers_of_Men_and_Women_in_Cambodia,XDGGJKC7
Evidence-based Human Trafficking policy: Opportunities to invest in trauma-informed strategies,"J.Taylor Scott, Alexandra M. Ingram, Shannon L. Nemer, D. Max Crowley",,"Mental Health, Public Policy, Social Work",,https://onlinelibrary.wiley.com/doi/10.1002/ajcp.12394,KMWMAAIC
Disjointed Service: An english case study of muli-agency provision in tackling child trafficking,"Jackie Harvey, Rob Hornsby, and Zeibeda Sattar",,"Public Policy, Social Work",,https://academic.oup.com/bjc/article/55/3/494/478824,H5GX2P4U
Women in Street Prostitution: The Result of Poverty and the Brunt of Inequity,Jacquelyn Meshelemiah,,"Public Policy, Social Work",,https://www.tandfonline.com/doi/abs/10.1300/J134v09n03_04?journalCode=wpov20,TQ7G5DX8
Predatory Helpfulness: An Empirical Framework to Identify Fraudulent Tactics Used by Pimps to Recruit and Commercially Sexually Exploit Young Girls and Women,"Inderjit K Basra, Tatum Kenney, Shandra Forrest-Bank, Lisa K. Zottarelli & Chitra Raghavan",,Public Policy,,https://www.tandfonline.com/doi/abs/10.1080/23322705.2023.2259263,UD5UHUTB
One Step Forward and Two Steps Back: Migration Policy and Human Trafficking in the Russian Federation since the Palermo Protocol of 2020,Irina Molodikova,,Social Work,,https://www.tandfonline.com/doi/full/10.1080/23322705.2020.1690101,MVJ6W6FE
A transgender girl’s experience: sexual exploitation and systems involvement,"Ivy Hammond, Sarah Godoy, Mikaela Kelly, Eraka Bath",,"Lived Experience, Social Work",,https://www.emerald.com/insight/content/doi/10.1108/IJHRH-07-2019-0059/full/html,SGBGWTVZ
Forward Looking or Backward Stepping: Evaluating Child Protection from Sexual Exploitation in Nigeria,Iyabode Ogunniran,,"Law Enforcement, Social Work",,https://www.tandfonline.com/doi/full/10.1080/23322705.2016.1146519,GGMPPHBW
An Image Is Worth a Thousand Words: Exploring Visual Imagery About Trafficking in the Online Domain – an Italian Case Study,"I. Rossoni, O. Büyükkalkan & U. Erken",,"Lived Experience, Social Work",,https://www.tandfonline.com/doi/full/10.1080/23322705.2024.2335872,5GIRGQ66
"Human Rights, Positive Obligations, and Measures to Prevent Human Trafficking in the United Kingdom",Ian Turner,,Public Policy,,https://www.tandfonline.com/doi/full/10.1080/23322705.2015.1034612,KGISM4G4
Enhancing the identification of commercial sexual exploitation among a population of high-risk youths using predictive regularization models,"Ieke de Vries, Matthew Kafafian, Kelly Goggin, Elizabeth Bouchard, Susan Goldfarb, Amy Farrell",,Social Work,,https://journals.sagepub.com/doi/abs/10.1177/1077559519889178,VW7UXWE8
U.S. State Laws Addressing Human Trafficking: Education of and Mandatory Reporting by Health Care Providers and Other Professionals,"Holly G. Atkinson, Kevin J. Curnin & Nicole C. Hanson",,"Healthcare, Public Policy",,https://www.tandfonline.com/doi/full/10.1080/23322705.2016.1175885,9HKDBZQS
Healthcare Use and Case Characteristics of Commercial Sexual Exploitation of Children," Hornor, Gail; Hollar, Jessica; Landers, Timothy & Sherfield,  Jennifer",,"Healthcare, Lived Experience, Social Work",,https://journals.lww.com/forensicnursing/Abstract/9900/Healthcare_Use_and_Case_Characteristics_of.21.aspx,FKS4ZH6A
Current Practices and Nurse Readiness to Implement Standardized Screening for Commercially and Sexually Exploited Individuals in Emergency Departments in Western Washington Hospitals," Hulick, Johanna; Jensen, Lauren; Mihaiuc, Abigail; Shin, Ruth Hyewoo; Pope, Stephen; Gimbel,  Sarah",,"Public Policy, Social Work",,https://journals.lww.com/aenjournal/Fulltext/2022/10000/Current_Practices_and_Nurse_Readiness_to_Implement.12.aspx,64JH82W8
Refugee Trafficking in A Carceral Age: A Case Study of the Sinai Trafficking,Hyab Teklehaimanot Yohannes,,"Lived Experience, Social Work",,https://www.tandfonline.com/doi/abs/10.1080/23322705.2021.1885005,7JERDHRQ
“I bought you. You are my wife”: “Modern Slavery” and Forced Marriage,Helen McCabe & Lauren Eglen,,"Lived Experience, Social Work",,https://www.tandfonline.com/doi/full/10.1080/23322705.2022.2096366,5NEUFS2D
Internet Governance Through Site Shutdowns: The Impact of Shutting Down Two Major Commercial Sex Advertising Sites,"Helen Shuxuan Zeng, Brett Danaher, Michael Smith",,Public Policy,,https://pubsonline.informs.org/doi/10.1287/mnsc.2022.4498,TDSRX6WP
Feminist Approaches to the Regulation of Sex Work: Patterns in Transnational Governance Feminist Law Making,Hila Shamir,,Social Work,,https://www.lawschool.cornell.edu/research/ILJ/upload/Shamir-final.pdf,4ZN6PGQS
"Anti-Trafficking in Israel, Neo-Abolitionist Feminist, Markets, Borders, and the State",Hila Shamir,,Social Work,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3198552,BS5SG6GP
Pesticide Exposure and Heat Exhaustion in a Migrant Agricultural Worker: A Case of Labor Trafficking,"Hanni Stoklosa, Nathan Kunzler, Zheng Ben, Juan Carlos Jimenez Lunab, Gonzalo Martinez de Vedia, Timothy B. Erickson",,"Healthcare, Lived Experience, Social Work",,https://www.annemergmed.com/article/S0196-0644(20)30181-5/abstract,UQ78F5TU
Prevalence of complex post-traumatic stress disorder in survivors of human trafficking and modern slavery: a systematic review,"Harriet Evans, Shanu Sadhwani, Neil Singh, Katy Robjant, Cornelius Katona",,Social Work,,https://www.sciencedirect.com/science/article/pii/S0213616322000076,PQ7SKD56
The Impact of Human Trafficking Training on Healthcare Professionals’ Knowledge and Attitudes,"Hayoung Lee, Julia Geynisman-Tan, Sarah Hofer, Emily Anderson, Sahar Caravan, Kanani Titchen",,Social Work,,https://journals.sagepub.com/doi/10.1177/23821205211016523,E3HZCV23
The integral role of relationships in experiences of complex trauma in sex trafficking survivors,Heather Evans,,"Lived Experience, Mental Health, Social Work",,https://www.emerald.com/insight/content/doi/10.1108/IJHRH-07-2019-0054/full/html,68939I3S
A Review of U.S. Health Care Institution Protocols for the Identification and Treatment of Victims of Human Trafficking,"Hanni Stoklosa, Mary Beth Dawson, Francisca Williams-Oni & Emily F. Rothman",,Public Policy,,https://www.tandfonline.com/doi/full/10.1080/23322705.2016.1187965,FEMCI7GE
A Framework for the Development of Healthcare Provider Education Programs on Human Trafficking Part One: Experts,"Hanni Stoklosa, Cathy L. Miller, Gloria Duke & Makini Chisolm-Straker",,Public Policy,,https://www.tandfonline.com/doi/abs/10.1080/23322705.2019.1584724,NXW92TW5
"Health Care Providers’ Experience with a Protocol for the Identification, Treatment, and Referral of Human-Trafficking Victims","Hanni Stoklosa, Elizabeth Showalter, Anna Melnick & Emily F. Rothman",,Social Work,,https://www.tandfonline.com/doi/full/10.1080/23322705.2016.1194668,2RJ8GBI7
"“Because the resources aren’t there, then we fail. We fail as a society”: A Qualitative Analysis of Human Trafficking Provider Perceptions of Child Welfare Involvement among Trafficked Mothers","Hanni Stoklosa, Lujain Alhajji, Lindsey Finch, Sacha Williams, Jaya Prakash, Anna K. Sfakianaki, Lunthita M. Duthely & JoNell E. Potter",,"Mental Health, Public Policy, Social Work",,https://link.springer.com/article/10.1007%2Fs10995-021-03342-w,R559ZSQM
Minor sex trafficking of girls with disabilities,"Hannabeth Franchino-Olsen, Hannah A. Silverstein, Nicole F. Kahn, Sandra L. Martin",,"Healthcare, Lived Experience, Mental Health, Public Policy, Social Work",,https://www.emerald.com/insight/content/doi/10.1108/IJHRH-07-2019-0055/full/html,SXR6M5GF
Adolescent experiences of violence victimizations among minors who exchange sex/experience minor sex trafficking,"Hannabeth Franchino-Olsen, Sandra L. Martin, Carolyn T. Halpern, John S. Preisser, Catherine Zimmer, Meghan Shanahan",,"Lived Experience, Mental Health, Social Work",,https://journals.sagepub.com/doi/10.1177/08862605211021967,RWWQZSGS
Understanding Risk and Prevention in Midwestern Antitrafficking Efforts: Service Providers' Perspectives,Hannah E. Britton,,"Lived Experience, Social Work",,https://readingroom.law.gsu.edu/gsulr/vol36/iss4/9/,F6CVPF4G
Obtaining Exposure and Depth of Field: School Nurses “Seeing” Youth Vulnerability to Trafficking,"Hannah E. Fraley, Teri Aronowitz",,"Mental Health, Social Work",,https://journals.sagepub.com/doi/full/10.1177/0886260519836779,4IN84GUN
"Men Who Pay for Sex Once, More than Once, or Not at All: The Associations between Attitudes toward Paying for Sex, Socio-Demographic Characteristics, and Frequency of Sex Payment","Guy Shilo, Ateret Gewirtz-Meydan & Einat Peled",,"Mental Health, Social Work",,https://www.tandfonline.com/doi/full/10.1080/00224499.2021.1907527,9PBBT7X6
The Prevalence of Sex Trafficking of Children and Adolescents in the United States: A Scoping Review,"Hannabeth Franchino-Olsen, Brittney Chesworth, Colleen Boyle, Cynthia Fraga Rizo, Sandra Martin, Brooke Jordan, Rebecca Macy & Lily Stevens",,"Public Policy, Social Work",,https://journals.sagepub.com/doi/10.1177/1524838020933873,JWVZB7UC
Gender Differences among Commercially Sexually Exploited Youth in Israel,"Guy Shilo, Heidi Preis, Einat Peled",,"Lived Experience, Social Work",,https://onlinelibrary.wiley.com/doi/full/10.1002/car.2646,KFJJ5X9T
“A vicious circle”: Repatriation of Bissau-Guinean Quranic Schoolboys From Senegal,Hamadou Boiro & Jónína Einarsdóttir,,Social Work,,https://www.tandfonline.com/doi/abs/10.1080/23322705.2018.1521643,JBSTVQSR
"Online and Offline Sexual Exploitation of Boys, Young Men, and Trans/Third Gender Youth and Adults in Northern Thailand","Glenn Miles, Jarrett Davis, Maia Mounsher & Madeline Stenersen",,"Lived Experience, Social Work",,https://www.tandfonline.com/doi/full/10.1080/23322705.2024.2309602,IFTJ3JUN
Project Backpage: Using Text Messaging to Initiate Outreach Support for Victims of Human Trafficking and Sexual Exploitation,"Gordon A. Gow, Timothy Barlott, Kathleen Quinn, Jacqui Linder, Andrea Soler, Gillian Edwards & Samina Hossain",,"Lived Experience, Public Policy, Social Work",,https://www.tandfonline.com/doi/full/10.1080/23322705.2015.1016769,5QP9CJ6C
Reconceptualizing Approaches to Human Trafficking: New Directions and Perspectives,"Grace Chang, Kathleen Kim",,Social Work,,https://www.researchgate.net/publication/228131771_Reconceptualizing_Approaches_to_Human_Trafficking_New_Directions_and_Perspectives_from_the_Fields,MVASNR94
Empirical Analysis of the US State Department’s Annual Trafficking in Persons Report – Insights for Policy-Makers,"Gregory E. van der Vink, Katherine N. Carlson, Jeffrey Park, Sabrina H. Szeto, Xinrei Zhang, Michael E. Jackson & Erica Phillips",,Social Work,,https://www.tandfonline.com/doi/abs/10.1080/23322705.2021.1897759,C27SNEQW
"The Experiences of Children on Sri Lanka's Tea Plantations: Labor and Sexual Exploitation, Violence, and Inadequate Education","Glenn Miles, Jarrett Davis, Madeline Stenersen & Anjum Umrani",,"Lived Experience, Social Work",,https://digitalcommons.uri.edu/cgi/viewcontent.cgi?article=1377&context=dignity,PC2XFVN3
“Don’t look down on us”: Assessing the vulnerabilities of female massage parlor workers in Phnom Penh,"Glenn Miles, Theresa Geyer, Rachel Ding, Olivia Blasé, Katie Clark",,"Lived Experience, Social Work",,https://www.emerald.com/insight/content/doi/10.1108/IJSSP-09-2018-0143/full/html,MDX3GZM6
"The Lingha Boys of Siem Reap: A Baseline Study of Sexually-Exploited Young Men in Siem Reap, Cambodia",Glenn Miles & Jarrett Davis,,"Mental Health, Social Work",,https://www.researchgate.net/publication/270528963_The_Lingha_Boys_of_Siem_Reap_A_Baseline_Study_of_Sexually-Exploited_Young_Men_in_Siem_Reap_Cambodia,3NU8JZUI
Operations research and analytics to combat human trafficking: A systematic review of academic literature,"Geri Dimas, Renata Konrad, Kayse Lee Maass, Andrew Trapp",,Social Work,,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0273708,V8686WT5
A Qualitative Analysis of the Intervention Experiences of Human Trafficking Survivors and At-risk Women in Ghana,"Giselle Balfour, David Okech, Tamora A. Callands & Grace Kombian",,"Lived Experience, Social Work",,https://www.tandfonline.com/doi/abs/10.1080/23322705.2020.1806186,PBPBHUBF
"""Disgusted with Myself"": Examining the Risk Factors and Vulnerabilities of Hostesses at Karaoke TV Venues in Phnom Penh, Cambodia","Glenn M. Miles, Daphne Alsiyao",,"Lived Experience, Social Work",,https://digitalcommons.uri.edu/dignity/vol4/iss1/9/,3DJDI69V
A Systematic Review of Professionals’ Knowledge and Perceptions on Child Trafficking,"Gabriela Martinho, Mariana Gonçalves & Marlene Matos",,Public Policy,,https://www.tandfonline.com/doi/full/10.1080/23322705.2024.2309142,A6BPPMHU
‘It’s All in Their Brain’: Constructing the figure of the trafficking victim on the US-Mexico border,Gabriella Sanchez,,"Public Policy, Social Work",,https://www.antitraffickingreview.org/index.php/atrjournal/article/view/202,P26NS4F7
Child Labor Trafficking Essentials for Forensic Nurses,Gail Hornor,,"Healthcare, Social Work",,https://journals.lww.com/forensicnursing/Fulltext/2020/12000/Child_Labor_Trafficking_Essentials_for_Forensic.6.aspx,MS5W5USM
Bi-Directional Exploitation of Human Trafficking Victims: Both Targets and Perpetrators in Cybercrime,Gargi Sarkar & Sandeep Shukla,,"Mental Health, Social Work",,https://www.tandfonline.com/doi/full/10.1080/23322705.2024.2353015,VK4GEGRP
Developing Better Indicators of Human Trafficking,"Frank Laczka, Marco A. Gramegna",,"Public Policy, Social Work",,https://www.researchgate.net/publication/245907527_Developing_Better_Indicators_of_Human_Trafficking,72U7W3DN
Challenges to Supporting Domestically Sex Trafficked Persons: In-Depth Interviews with Service Providers,"Frances Recknor, Robin Mason, Danielle Jacobson, C. Emma Kelly, Frances Montemurro, Rhonelle Bruder &J anice Du Mont",,"Law Enforcement, Mental Health",,https://www.tandfonline.com/doi/full/10.1080/23322705.2023.2219224,R2PI2BQC
Personal Storytelling in Professionalized Social Movements,Francesca Polletta; Tania DoCarmo; Kelly Marie Ward; Jessica Callahan,,Mental Health,,https://meridian.allenpress.com/mobilization/article-abstract/26/1/65/463084/PERSONAL-STORYTELLING-IN-PROFESSIONALIZED-SOCIAL?redirectedFrom=fulltext,XZACGNTW
Nursing students' knowledge of and exposure to human trafficking content in undergraduate curricula,Francine Bono-Neri & Tammy Toney-Butler,,"Lived Experience, Social Work",,https://www.sciencedirect.com/science/article/pii/S0260691723002149?via%3Dihub,DMAVZM6M
Addressing human trafficking as a public health issue,"Frances Recknor, Erica Di Ruggiero & Elsabeth Jensen",,"Healthcare, Social Work",,https://link.springer.com/epdf/10.17269/s41997-022-00642-8?sharing_token=AgxLulUaX0YsUdvIM_JCjAZdynnHPFT2PjX9cjpe7G2LfG_vBkpqBmVCSB7AzwKaC3Eycd7IAlcz14DMeFi9v9eAEPtK2BZ8tf4cTf8LAQFn3J1ByyPZfLdCQf84m-iMHyNiaCKNUFeaN257fLypOruB9r5rPkfOX3EH94wxhJ8%3D,JEVFWB24
Impacts of the COVID-19 Public Health Crisis on Caring for Sex-Trafficked Persons,"Frances Recknor, C. Emma Kelly, Danielle Jacobson, Frances Montemurro, Rhonelle Bruder, Robin Mason & Janice Du Mont",,Mental Health,,https://journals.sagepub.com/doi/10.1177/15248399231186639,6HWF9VHA
A descriptive study of United States-based Human Trafficking specialty clinics,"Frances Recknor, Mollie Gordon, John Coverdale, Mishaal Gardezi & Phuong T. Nguyen",,"Public Policy, Social Work",,https://link.springer.com/article/10.1007/s11126-019-09691-8,KN6RC262
